LoanAmount,City,State,Zip,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,DaysApprovedSinceMay1st
10715.0,ALBUQUERQUE,NM,87105,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-19,"Bank of America, National Association",NM-01,48
10713.96,Albuquerque,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,"Washington Federal Bank, National Association",NM-01,29
10705.0,ALBUQUERQUE,NM,87110,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-01,32
10705.0,Albuquerque,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-07-29,Cross River Bank,NM-01,119
10703.58,GALLUP,NM,87301,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-14,"Washington Federal Bank, National Association",NM-03,13
10702.37,Deming,NM,88030,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,First New Mexico Bank,NM-02,27
10700.0,ANGEL FIRE,NM,87710,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,2.0,2020-04-09,AimBank,NM-03,8
10700.0,ALBUQUERQUE,NM,87122,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-10,Mountain America FCU,NM-01,9
10700.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-04,Nusenda FCU,NM-01,33
10700.0,Santa Fe,NM,87508,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-07-31,Accion,NM-03,121
10700.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-04-10,First American Bank,NM-02,9
10700.0,CARLSBAD,NM,88220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-11,First American Bank,NM-02,10
10700.0,SANTA FE,NM,87508,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-08-04,Enterprise Bank & Trust,NM-03,125
10700.0,LAS CRUCES,NM,88011,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-14,First American Bank,NM-02,13
10700.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,"BOKF, National Association",NM-01,13
10700.0,ALBUQUERQUE,NM,87109,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-06-05,"BOKF, National Association",NM-01,65
10698.0,ALBUQUERQUE,NM,87107,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-06-23,"Wells Fargo Bank, National Association",NM-01,83
10687.0,ALBUQUERQUE,NM,87112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,"Bank of America, National Association",NM-01,32
10687.0,Albuquerque,NM,87114,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,1.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
10686.88,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-15,"Washington Federal Bank, National Association",NM-01,14
10686.0,Roswell,NM,88203,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-08-02,"Kabbage, Inc.",NM-02,123
10685.0,LAS CRUCES,NM,88011,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-02,"Kabbage, Inc.",NM-02,31
10684.0,ALBUQUERQUE,NM,87111,Professional Association,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-02,"Bank of America, National Association",NM-01,31
10667.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-01,32
10648.08,RUIDOSO,NM,88345,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-10,"Washington Federal Bank, National Association",NM-02,9
10647.0,ALBUQUERQUE,NM,87102,Independent Contractors,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
10641.67,Albuquerque,NM,87112,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,Celtic Bank Corporation,NM-01,32
10635.5,LAS CRUCES,NM,88007,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,1.0,2020-05-01,FirstLight FCU,NM-02,30
10633.8,LAS CRUCES,NM,88011,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-13,Pioneer Bank,NM-02,12
10632.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
10631.67,CLOVIS,NM,88101,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-11,The Bank of Clovis,NM-03,10
10631.0,Albuquerque,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-08-07,Cross River Bank,NM-01,128
10630.0,BOSQUE FARMS,NM,87068,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-11,Century Bank,NM-02,10
10630.0,ALBUQUERQUE,NM,87122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-01,32
10630.0,CIMARRON,NM,87714,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-01,InBank,NM-03,61
10625.29,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-05,Cross River Bank,NM-03,34
10625.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-04,BBVA USA,NM-03,33
10625.0,ALBUQUERQUE,NM,87121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-28,"Wells Fargo Bank, National Association",NM-01,57
10625.0,EDGEWOOD,NM,87015,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Bank of the West,NM-03,27
10619.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-15,Accion,NM-01,14
10613.96,albuquerque,NM,87105,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-12,"Washington Federal Bank, National Association",NM-01,41
10611.0,TOHATCHI,NM,87325,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-06-16,"Wells Fargo Bank, National Association",NM-03,76
10607.0,ALBUQUERQUE,NM,87110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,Cross River Bank,NM-01,32
10600.0,SANTA FE,NM,87507,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
10600.0,LOVINGTON,NM,88260,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,N,2.0,2020-05-05,Lea County State Bank,NM-02,34
10600.0,ALTO,NM,88312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-29,First Savings Bank,NM-02,28
10600.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-27,The Citizens Bank,NM-03,26
10600.0,Albuquerque,NM,87114,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-29,"Citibank, N.A.",NM-01,28
10600.0,ALBUQUERQUE,NM,87110,Sole Proprietorship,Hispanic,Male Owned,Non-Veteran,N,3.0,2020-05-12,First American Bank,NM-01,41
10600.0,FORT SUMNER,NM,88119,Corporation,Unanswered,Male Owned,Unanswered,N,6.0,2020-04-27,Western Bank of Clovis,NM-02,26
10600.0,TAOS SKI VALLEY,NM,87525,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,7.0,2020-04-06,Centinel Bank of Taos,NM-03,5
10600.0,ALBUQUERQUE,NM,87109,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-02,"BOKF, National Association",NM-01,31
10600.0,ROSWELL,NM,88201,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-15,Bank of the Southwest,NM-02,14
10597.64,Clovis,NM,88101,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,"Washington Federal Bank, National Association",NM-03,27
10597.0,CLOVIS,NM,88101,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
10596.0,PLACITAS,NM,87043,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,"Bank of America, National Association",NM-01,32
10591.01,ARTESIA,NM,88210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-10,"Western Bank, Artesia, New Mexico",NM-02,9
10590.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
10587.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-22,"Bank of America, National Association",NM-03,82
10582.0,ALBUQUERQUE,NM,87104,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-04,Nusenda FCU,NM-01,33
10576.0,CORRALES,NM,87048,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-14,"Wells Fargo Bank, National Association",NM-03,43
10572.49,Farmington,NM,87401,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-05,"Washington Federal Bank, National Association",NM-03,34
10571.0,EDGEWOOD,NM,87015,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-11,"Wells Fargo Bank, National Association",NM-03,40
10570.0,Cedar Crest,NM,87008,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-27,Accion,NM-01,26
10566.0,HOBBS,NM,88240,Corporation,Black or African American,Female Owned,Unanswered,N,2.0,2020-05-12,Western Commerce Bank,NM-02,41
10563.0,RIO RANCHO,NM,87124,Partnership,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"U.S. Bank, National Association",NM-03,32
10562.5,ALAMOGORDO,NM,88310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-28,Pioneer Bank,NM-02,27
10558.0,CORRALES,NM,87048,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-15,The Citizens Bank of Clovis,NM-03,14
10548.0,ROSWELL,NM,88203,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-02,32
10546.0,ALBUQUERQUE,NM,87108,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-30,"Bank of America, National Association",NM-01,29
10546.0,ALBUQUERQUE,NM,87108,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-01,"Bank of America, National Association",NM-01,30
10541.0,ALBUQUERQUE,NM,87111,Corporation,White,Male Owned,Non-Veteran,N,1.0,2020-05-01,Fountainhead SBF LLC,NM-01,30
10531.25,SILVER CITY,NM,88061,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-15,First New Mexico Bank of Silver City,NM-02,14
10531.0,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-28,Accion,NM-01,27
10528.0,Santa Fe,NM,87505,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,3.0,2020-04-14,"Sunflower Bank, National Association",NM-03,13
10524.93,Albuquerque,NM,87111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,Celtic Bank Corporation,NM-01,29
10524.0,Chama,NM,87520,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,Celtic Bank Corporation,NM-03,29
10520.0,TAOS,NM,87571,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-07,Nusenda FCU,NM-03,36
10519.0,ALBUQUERQUE,NM,87121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-06-09,Nusenda FCU,NM-01,69
10517.0,ALBUQUERQUE,NM,87123,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,Cross River Bank,NM-01,29
10514.0,Los Alamos,NM,87544,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-27,Accion,NM-03,26
10510.0,ALBUQUERQUE,NM,87108,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-12,Nusenda FCU,NM-01,41
10500.0,LAKE ARTHUR,NM,88253,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,First American Bank,NM-02,27
10500.0,ARROYO SECO,NM,87514,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,2020-04-10,Centinel Bank of Taos,NM-03,9
10500.0,SANTA FE,NM,87508,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,"JPMorgan Chase Bank, National Association",NM-03,30
10500.0,SHIPROCK,NM,87420,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-01,"JPMorgan Chase Bank, National Association",NM-03,30
10500.0,ALBUQUERQUE,NM,87120,Sole Proprietorship,Hispanic,Female Owned,Unanswered,N,1.0,2020-05-05,Western Commerce Bank,NM-01,34
10500.0,Albuquerque,NM,87120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-16,WebBank,NM-01,15
10500.0,Santa Fe,NM,87506,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-25,Enterprise Bank & Trust,NM-03,85
10500.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,6.0,2020-06-26,United Business Bank,NM-01,86
10500.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-30,Mountain America FCU,NM-01,29
10500.0,ALBUQUERQUE,NM,87113,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-13,Mountain America FCU,NM-01,12
10500.0,PORTALES,NM,88130,Sole Proprietorship,Hispanic,Male Owned,Veteran,N,2.0,2020-04-27,James Polk Stone Community Bank,NM-03,26
10500.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-15,"BOKF, National Association",NM-01,44
10500.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Male Owned,Unanswered,N,1.0,2020-04-07,Western Commerce Bank,NM-01,6
10500.0,Santa Fe,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
10500.0,RUIDOSO DOWNS,NM,88346,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-14,City Bank,NM-02,13
10500.0,TAOS,NM,87571,Sole Proprietorship,Unanswered,Female Owned,Unanswered,N,3.0,2020-04-30,"Community Banks of Colorado, A Division of",NM-03,29
10500.0,LOS ALAMOS,NM,87544,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
10500.0,Albuquerque,NM,87104,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-01,WebBank,NM-01,30
10500.0,SANTA FE,NM,87501,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-07-07,New Mexico Bank & Trust,NM-03,97
10500.0,FARMINGTON,NM,87401,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,21.0,2020-04-28,The Citizens Bank,NM-03,27
10497.5,ROSWELL,NM,88201,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,Pioneer Bank,NM-02,30
10497.0,Roswell,NM,88203,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-08-08,Cross River Bank,NM-02,129
10495.0,Santa Fe,NM,87507,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Celtic Bank Corporation,NM-03,27
10489.0,ALBUQUERQUE,NM,87109,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-20,"Bank of America, National Association",NM-01,49
10477.0,Albuquerque,NM,87113,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,WebBank,NM-01,29
10475.0,RUIDOSO,NM,88345,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-02,32
10471.0,SANTA FE,NM,87508,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,"Bank of America, National Association",NM-03,32
10467.07,DEMING,NM,88030,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,First New Mexico Bank,NM-02,27
10465.0,Santa Fe,NM,87501,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,Signature Bank,NM-03,28
10463.96,SANTA FE,NM,87501,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-22,Nusenda FCU,NM-03,82
10460.0,Santa Fe,NM,87507,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-26,"Fundbox, Inc.",NM-03,86
10460.0,LAS CRUCES,NM,88005,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-07,Western Heritage Bank,NM-02,6
10460.0,CUERVO,NM,88417,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Citizens Bank,NM-02,27
10457.0,SANTA FE,NM,87507,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-21,WebBank,NM-03,81
10456.55,Albuquerque,NM,87120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,Celtic Bank Corporation,NM-01,28
10445.0,Tucumcari,NM,88401,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-27,Everyone's FCU,NM-03,26
10444.38,Santa Fe,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,"Washington Federal Bank, National Association",NM-03,29
10427.07,ALBUQUERQUE,NM,87194,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,"TBK Bank, SSB",NM-01,27
10427.0,GALLUP,NM,87305,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-19,Bank of Colorado,NM-03,48
10426.65,FLORA VISTA,NM,87415,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-06-19,Four Corners Community Bank,NM-03,79
10425.07,ROSWELL,NM,88203,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,2020-04-28,Pioneer Bank,NM-02,27
10425.0,LAMY,NM,87540,Partnership,Unanswered,Unanswered,Unanswered,N,0.0,2020-06-27,"U.S. Bank, National Association",NM-03,87
10420.63,Los Ranchos,NM,87107,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,"Washington Federal Bank, National Association",NM-01,27
10417.0,ALBUQERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
10417.0,LOS RANCHOS ALBUQUERQUE,NM,87114,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-11,Nusenda FCU,NM-01,40
10417.0,ALBUQUERQUE,NM,87105,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-11,"Wells Fargo Bank, National Association",NM-01,40
10417.0,ALAMOGORDO,NM,88310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-13,InBank,NM-02,12
10417.0,CORRALES,NM,87048,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-17,"Bank of America, National Association",NM-03,46
10417.0,ALBUQUERQUE,NM,87111,Professional Association,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,"Bank of America, National Association",NM-01,30
10417.0,ALBUQUERQUE,NM,87123,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
10416.67,ALBUQUERQUE,NM,87106,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-01,Nusenda FCU,NM-01,61
10416.65,Albuquerque,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
10416.65,BOSQUE FARMS,NM,87068,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Southwest Capital Bank,NM-02,27
10416.57,ROSWELL,NM,88201,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-16,Pioneer Bank,NM-02,15
10416.0,Albuquerque,NM,87102,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-13,"Kabbage, Inc.",NM-01,73
10416.0,Las Cruces,NM,88001,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-27,"Kabbage, Inc.",NM-02,56
10416.0,ALBUQUERQUE,NM,87108,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,Accion,NM-01,13
10416.0,LAS CRUCES,NM,88001,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Citizens Bank of Las Cruces,NM-02,27
10415.0,EMBUDO,NM,87531,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-08,Nusenda FCU,NM-03,37
10415.0,SANTA FE,NM,87507,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-03,"Bank of America, National Association",NM-03,32
10415.0,Albuquerque,NM,87106,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-03,Celtic Bank Corporation,NM-01,63
10410.0,LAS CRUCES,NM,88001,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,"Wells Fargo Bank, National Association",NM-02,29
10407.0,Silver City,NM,88061,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,Cross River Bank,NM-02,32
10401.0,mora,NM,87701,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,N,5.0,2020-04-14,Community 1st Bank Las Vegas,NM-03,13
10400.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-15,Enterprise Bank & Trust,NM-01,14
10400.0,Albuquerque,NM,87111,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,1.0,2020-04-15,US Eagle FCU,NM-01,14
10400.0,Rio Rancho,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-07,US Eagle FCU,NM-03,36
10400.0,HOBBS,NM,88240,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-26,Lea County State Bank,NM-02,55
10400.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-07,Citizens Bank of Las Cruces,NM-02,36
10400.0,CARLSBAD,NM,88220,Sole Proprietorship,Hispanic,Female Owned,Unanswered,N,4.0,2020-04-29,CNB Bank,NM-02,28
10400.0,LAS CRUCES,NM,88001,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-29,Citizens Bank of Las Cruces,NM-02,28
10400.0,ALBUQUERQUE,NM,87120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,First American Bank,NM-01,29
10400.0,FARMINGTON,NM,87402,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,Bank of the Southwest,NM-03,13
10400.0,LAS CRUCES,NM,88011,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-15,First American Bank,NM-02,44
10400.0,ALTO,NM,88312,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,City Bank,NM-02,13
10400.0,ALBUQUERQUE,NM,87123,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,First American Bank,NM-01,30
